ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
6432,1050,1050,Jade,Bull,12,MARCH,1783,"2 The Avenue, Three Bridges, Inveraray",F,Jay,Bull,WOOD YARD LABOURER,Victoria,Brown,,25,MARCH,1767,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6432,6432,3804,3515,6432,1050,3515,3804,2000,,,,,,,,NA
6446,1131,1131,Lucy,Hilton,25,JULY,1783,"11 St Molios Park, Croc, North Ayrshire",F,Connor,Hilton,WOOLEN DRAPERS WAREHOUSEMAN,Lauren,Kelman,STEAM LOOM WEAVER,16,OCTOBER,1772,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6446,6446,3938,3695,6446,1131,3695,3938,1814,2189,,,,,,,NA
6490,1329,1329,Georgia,Mclaren,20,APRIL,1783,"2 Castle Street, Aberdeenshire",F,Jak,Mclaren,LAB SHIPBUILDERS,Emma,Johnstone,,13,FEBRUARY,1780,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6490,6490,4770,4541,6490,1329,4541,4770,1816,,,,,,,,NA
6418,1123,1123,Kate,Macdonald,1,APRIL,1783,"1 Glencraig Place, Croc, North Ayrshire",F,Peter,Macdonald,FISHERMAN,Stephanie,Garland,COTTON COOP WINDER,17,MAY,1772,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6418,6418,3550,3441,6418,1123,3441,3550,1836,2324,,,,,,,NA
6424,1242,1242,Emma,Bond,29,OCTOBER,1783,"2 Bellhouse Road, Fife",F,Callum,Bond,IRONSTONE MINER,Alexandra,Davidson,,5,FEBRUARY,1777,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,6424,6424,3658,3709,6424,1242,3709,3658,1835,,,,,,,,NA
6436,1066,1066,Chanel,Murray,25,AUGUST,1783,"1 Summerhill Park, Peelwalls House, Scottish Borders",F,Billy,Murray,COACH BUYLDER,Madeline,Murphy,HAND LOOM LINEN WEAVER,11,NOVEMBER,1767,"Peelwalls House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6436,6436,3868,3657,6436,1066,3657,3868,1838,2325,,,,,,,NA
6486,1199,1199,Fiona,Howie,3,JANUARY,1783,"3 Strand Court, Auchterarder, Perth and Kinross",F,Corey,Howie,CLERK (BUILDERS,Rebecca,Mccluskey,DOMESTIC SERV,19,JANUARY,1777,"Auchterarder Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,6486,6486,4594,4347,6486,1199,4347,4594,1709,,,,,,,,NA
6564,1279,1279,Tegan,Mackenzie,18,MARCH,1784,"9 The Croft, The Holmes, Scottish Borders",F,Patrick,Mackenzie,PLOUGHMAN,Sophie,Robb,,22,JULY,1778,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6564,6564,4582,4591,6564,1279,4591,4582,2056,,,,,,,,NA
6572,1352,1352,Courtney,Jackson,4,SEPTEMBER,1784,"3 Glen Finglas Road, Stirling",F,Jack,Jackson,COTTON WEAVER,Amy,Young,HOUSEKEEPER,8,JULY,1780,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6572,6572,4822,3931,6572,1352,3931,4822,2025,2082,,,,,,,NA
6554,1218,1218,Adele,Wilson,13,JANUARY,1784,"11 Calfward Park, Allanbank, Lauder",F,Robert,Wilson,PLOUGHMAN,Chloe,Ferguson,,14,JUNE,1776,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6554,6554,4312,4373,6554,1218,4373,4312,2024,2081,2327,,,,,,NA
6562,1346,1346,Jessica,Webster,18,JUNE,1784,"47 Chalmers Court, Three Bridges, Inveraray",F,Owen,Webster,AG LAB,Joanna,Stewart,FLAX POWER LOOM WEAVER,10,MAY,1781,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6562,6562,4450,4447,6562,1346,4447,4450,1884,,,,,,,,NA
6556,1274,1274,Lorna,Porter,23,SEPTEMBER,1784,"237 The Paddock, East Lothian",F,Sean,Porter,BOILER MAKER,Flora,Smith,DOMESTIC SERV,26,MAY,1780,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,6556,6556,4308,4433,6556,1274,4433,4308,1910,1962,2427,,,,,,NA
6576,1355,1355,Hamda,Clark,8,MAY,1784,"9 Common Road, Cellardyke, Fife",F,James,Clark,HOUSE PAINTER,Hannah,Melville,SCHOLAR,23,FEBRUARY,1784,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,6576,6576,4890,4569,6576,1355,4569,4890,2023,,,,,,,,NA
6566,1348,1348,Kimberley,Hogg,14,DECEMBER,1784,"9 Castle Road, Genoch Farm, South Ayrshire",F,Remel,Hogg,LABOURER,Rebecca,Hay,WOOLLEN FACTORY WORKER,8,APRIL,1781,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6566,6566,4650,4159,6566,1348,4159,4650,1883,2426,,,,,,,NA
6600,1161,1161,Faatimah,Davidson,24,APRIL,1785,"3 Milton Wynd, South Ayrshire",F,Nathan,Davidson,FISHERMAN,Bethany,Kelman,COOK,18,JUNE,1773,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6600,6600,3806,3807,6600,1161,3807,3806,1913,,,,,,,,NA
6612,1068,1068,Rachel,Aitchison,24,DECEMBER,1785,"3 Peebles Place, Upper Achintore, Fort William",F,Shaun,Aitchison,SAPPER ROYAL ENGINEERS,Alexia,Holmes,PLOUGHMAN'S WIFE,30,APRIL,1768,"Upper Achintore Fort William ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6612,6612,3876,3385,6612,1068,3385,3876,1890,,,,,,,,NA
6614,1360,1360,Megan,Murray,5,MAY,1785,"1 Willow Drive, Girvan, South Ayrshire",F,Scott,Murray,IRON MOULDER,Eloise,Mcdonald,,6,JULY,1781,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6614,6614,3942,3953,6614,1360,3953,3942,1940,,,,,,,,NA
6618,1288,1288,Isabella,Mackie,19,DECEMBER,1785,"1 Lochandhu Road, Argyll and Bute",F,Brad,Mackie,FARMER & LEATHER MERCHANT,Humayra,Lyon,HOUSE WIFE,23,NOVEMBER,1780,"Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,6618,6618,3978,3991,6618,1288,3991,3978,1889,,,,,,,,NA
6630,1229,1229,Cherry,Burns,3,JANUARY,1785,"1 Grant Place, Claggan, Highland",F,Benjamin,Burns,CLERK,Christy,Penman,,6,MARCH,1778,"Claggan Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6630,6630,4216,4651,6630,1229,4651,4216,1915,,,,,,,,NA
6632,1363,1363,Lauren,Mcguire,6,FEBRUARY,1785,"3 Loch Park Road, Target Stables, Hawick",F,Joshua,Mcguire,COLLIER,Shannon,Brown,SCHOLAR,15,DECEMBER,1782,"Target Stables Hawick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6632,6632,4284,3933,6632,1363,3933,4284,1887,2161,,,,,,,NA
6640,1297,1297,Kirsty,Burns,2,FEBRUARY,1785,"97 The Glebe, Allanbank, Lauder",F,Charlie,Burns,PLOUGHMAN,Lauren,Macfarlane,SERVANT,6,JANUARY,1779,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6640,6640,4372,4231,6640,1297,4231,4372,1911,,,,,,,,NA
6646,1304,1304,Lucy,Wilson,23,JULY,1785,"1 Burnside Way, Aberdeenshire",F,Martin,Wilson,LAB PRINTFIELD,Isabelle,Mclean,DOMESTIC SERVANT,16,AUGUST,1778,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6646,6646,4508,4303,6646,1304,4303,4508,2085,,,,,,,,NA
6604,1141,1141,Georgia,Dalgarno,6,MARCH,1785,"9 Calfward Park, Allanbank, Lauder",F,Brad,Dalgarno,BLACKSMITH MASTER EMP 2 MEN,Rosie,Nicoll,AG LABOURER,30,SEPTEMBER,1772,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6604,6604,3862,3985,6604,1141,3985,3862,2106,,,,,,,,NA
6610,1109,1109,Sarah,Campbell,20,DECEMBER,1785,"1 Damdale, Kingsmuir, Peebles",F,Alex,Campbell,SHAWL WEAVER,Eden,Whiteford,GENERAL DRAPER,28,OCTOBER,1770,"Kingsmuir Peebles ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6610,6610,3878,3099,6610,1109,3099,3878,1914,,,,,,,,NA
6648,1306,1306,Sophie,Burns,26,APRIL,1785,"6 Orchard Park, Lessudden House, Scottish Borders",F,George,Burns,AG LAB,Lauren,Jordan,,29,MAY,1781,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6648,6648,4506,4665,6648,1306,4665,4506,1888,,,,,,,,NA
6670,1336,1336,Emily,Leishman,18,OCTOBER,1785,"8 Castle Road, Genoch Farm, South Ayrshire",F,Joseph,Leishman,SHOE WAREHOUSMAN,Coleen,Wilson,SCHOLAR,24,JULY,1783,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6670,6670,4974,4219,6670,1336,4219,4974,1964,,,,,,,,NA
6644,1303,1303,Sophie,Dalgarno,1,JUNE,1785,"5 Castle Road, Genoch Farm, South Ayrshire",F,Cameron,Dalgarno,LABOURER,Megan,Young,,6,MAY,1780,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6644,6644,4486,4081,6644,1303,4081,4486,1963,,,,,,,,NA
6664,1307,1307,Phoebe,Innes,13,SEPTEMBER,1785,"8 Balgibbon Drive, Braeleny Farm, Callander",F,Oliver,Innes,LABOURER,Fatima,Burns,DOMESTIC SERVANT,14,OCTOBER,1781,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6664,6664,4878,4525,6664,1307,4525,4878,1839,,,,,,,,NA
6656,1351,1351,Eleanor,Paterson,8,DECEMBER,1785,"2 Piedmont Road, Girvan, South Ayrshire",F,Oliver,Paterson,COAL MINER,Rhianne,Brand,HOUSE KEEPER,12,MAY,1784,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,6656,6656,4820,4069,6656,1351,4069,4820,1912,,,,,,,,NA
6622,1294,1294,Sophia,Nicoll,10,AUGUST,1785,"13 Glencraig Place, Croc, North Ayrshire",F,Joshua,Nicoll,JOINER JOURNEYMAN,Nina,Webster,,22,JUNE,1782,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6622,6622,4062,3453,6622,1294,3453,4062,1886,2086,,,,,,,NA
6626,1228,1228,Lucy,Mckinlay,14,OCTOBER,1785,"37 Gordon Brown Place, Highland",F,Charlie,Mckinlay,HAWKER,Abigail,Petrie,MILL WORKER,9,FEBRUARY,1774,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6626,6626,4152,2845,6626,1228,2845,4152,1892,,,,,,,,NA
6652,1368,1368,Charlotte,Stewart,2,NOVEMBER,1785,"71 Scott Terrace, Craig Lodge, Argyll and Bute",F,Harry,Stewart,BLACKSMITH,Bethany,Gowans,TENANT DAUR,25,JANUARY,1783,"Craig Lodge Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,6652,6652,4678,4445,6652,1368,4445,4678,1885,1916,,,,,,,NA
6636,1318,1318,Orlagh,Jackson,22,OCTOBER,1785,"1 Millhill View, Perth and Kinross",F,Calum,Jackson,WINE & SPIRIT MERCHT,Madeline,Mcmurray,SHEPHERD'S DAUR,19,MARCH,1780,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,6636,6636,4362,4071,6636,1318,4071,4362,1891,,,,,,,,NA
6752,1374,1374,Sophie,Ferguson,25,SEPTEMBER,1786,"7 Glen Finglas Road, Stirling",F,Liam,Ferguson,FERRYMAN,Keeley,Brown,DOMESTIC SERVANT,20,APRIL,1781,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6752,6752,4862,4905,6752,1374,4905,4862,2057,,,,,,,,NA
6704,1193,1193,Shannon,Mackenzie,16,SEPTEMBER,1786,"1 Ladylands Drive, Glenburn Hall, Jedburgh",F,Mohammed,Mackenzie,LABOURER,Katherine,Ramsay,,12,FEBRUARY,1775,"Glenburn Hall Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6704,6704,3994,4285,6704,1193,4285,3994,1944,,,,,,,,NA
6708,1289,1289,Tamara,Andrews,23,SEPTEMBER,1786,"17 Castlemains Place, East Lothian",F,Kiran,Andrews,LABOURER,Amber,Gowans,,18,APRIL,1781,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,6708,6708,4070,4149,6708,1289,4149,4070,1945,,,,,,,,NA
6710,1290,1290,Athena,Hogg,5,SEPTEMBER,1786,"17 St Molios Park, Croc, North Ayrshire",F,Benjamin,Hogg,TOLL COLLECTOR,Zoe,Clark,,11,FEBRUARY,1779,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6710,6710,4092,4297,6710,1290,4297,4092,1943,2110,,,,,,,NA
6724,1387,1387,Josephine,Green,22,MARCH,1786,"117 Woodmill, Kilwinning, North Ayrshire",F,Adam,Green,COTTON WEAVER,Sofia,Robertson,DOMESTIC SERVANT,29,JANUARY,1783,"Kilwinning North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6724,6724,4378,4435,6724,1387,4435,4378,1966,,,,,,,,NA
6738,1200,1200,Sadie,Smith,21,FEBRUARY,1786,"2 Garnock Street, Dalry, North Ayrshire",F,James,Smith,MANAGING LAWYERS CLERK,Samerah,Leishman,HOUSE KEEPER,3,OCTOBER,1776,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6738,6738,4578,4137,6738,1200,4137,4578,1967,2282,,,,,,,NA
6740,1199,1199,Emma,Howie,22,JUNE,1786,"3 Strand Court, Auchterarder, Perth and Kinross",F,Corey,Howie,CLERK (BUILDERS,Rebecca,Mccluskey,DOMESTIC SERV,19,JANUARY,1777,"Auchterarder Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,6740,6740,4594,4347,6740,1199,4347,4594,1941,2192,2396,,,,,,NA
6742,1239,1239,Paige,Mccormick,30,JANUARY,1786,"3 Lubnaig Drive, Drumardoch Farm, Callander",F,Charlie,Mccormick,SHEETING P LOOM WEAVER,Megan,Turner,DOMESTIC SERVT,3,MARCH,1778,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6742,6742,4740,4451,6742,1239,4451,4740,2060,,,,,,,,NA
6756,1396,1396,Faith,Macfarlane,1,MARCH,1786,"1 Wellington Road, Wilton, Hawick",F,Lamin,Macfarlane,TINSMITH (JOURNEYMAN),Ellen,Paterson,UNDER DAIRY MAID,25,AUGUST,1782,"Wilton Hawick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6756,6756,4976,4375,6756,1396,4375,4976,2108,,,,,,,,NA
6714,1272,1272,Yolande,Ramsay,17,MARCH,1786,"3 Athol Court, Scaurs, Jedburgh",F,Daniel,Ramsay,GARDENER (DOMESTIC SERV),Briana,Edwards,LABOURERS DAUR,24,FEBRUARY,1779,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6714,6714,4168,3993,6714,1272,3993,4168,2026,,,,,,,,NA
6734,1306,1306,Rebecca,Burns,27,FEBRUARY,1786,"6 Orchard Park, Lessudden House, Scottish Borders",F,George,Burns,AG LAB,Lauren,Jordan,,29,MAY,1781,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6734,6734,4506,4665,6734,1306,4665,4506,1942,,,,,,,,NA
6726,1320,1320,Yasmin,Smith,20,OCTOBER,1786,"97 Otter Creek, Argyll and Bute",F,Samuel,Smith,TYPE FOUNDER,Sophie,Gowans,,14,APRIL,1781,"Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,6726,6726,4388,3639,6726,1320,3639,4388,1968,,,,,,,,NA
6748,1395,1395,Rebecca,Mcdowall,14,AUGUST,1786,"1 Thorntree Drive, Espieside, Coatbridge",F,Liam,Mcdowall,PLOUGHMAN,Shawna,Johnstone,DAUGHTER,10,NOVEMBER,1783,"Espieside Coatbridge ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6748,6748,4846,3493,6748,1395,3493,4846,1860,2003,2329,,,,,,NA
6816,1412,1412,Natalia,Mcgarva,17,JUNE,1787,"2 Napierston Road, West Dunbartonshire",F,Nathan,Mcgarva,SERVANT,Charlotte,Taylor,SILK WINDER,13,DECEMBER,1783,"West Dunbartonshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6816,6816,4420,4379,6816,1412,4379,4420,2028,2242,,,,,,,NA
6806,1234,1234,Hannah,Forbes,28,NOVEMBER,1787,"3 Orchard Park, Lessudden House, Scottish Borders",F,Marc,Forbes,CABINET MAKER EMPLOYING 5 MEN & 1 BOY,Esther,Logan,,6,SEPTEMBER,1776,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6806,6806,4290,3857,6806,1234,3857,4290,2220,,,,,,,,NA
6810,1298,1298,Naomi,Taylor,9,JULY,1787,"39 Gordon Brown Place, Highland",F,Joseph,Taylor,FLESHER (JOURNEYMAN),Kimberley,Kerr,,21,NOVEMBER,1778,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6810,6810,4344,4023,6810,1298,4023,4344,2009,,,,,,,,NA
6836,1373,1373,Kirsty,Brand,20,DECEMBER,1787,"6 Monamore Place, Croc, North Ayrshire",F,Tyler,Brand,LABOURER,Chloe,Ruddy,,23,NOVEMBER,1781,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6836,6836,4916,4753,6836,1373,4753,4916,2007,,,,,,,,NA
6798,1409,1409,Katie,Ross,25,MARCH,1787,"51 Ard Struan Road, Highland",F,Jordan,Ross,MILL CARTER,Opeyemi,Edwards,DAIRYMAID,29,AUGUST,1783,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6798,6798,4158,4115,6798,1409,4115,4158,2004,,,,,,,,NA
6786,1383,1383,Abbie,Grant,9,DECEMBER,1787,"1 Quoybrae, Orkney Islands",F,Christopher,Grant,WOOL SPINNER,Jessica,O'connor,DOMESTIC SERVANT,24,JULY,1783,"Orkney Islands",,SYNTHETIC DATA PRODUCED USING VALIPOP,6786,6786,4024,3401,6786,1383,3401,4024,1840,,,,,,,,NA
6800,1273,1273,Maaria,Rice,2,JANUARY,1787,"3 Garnock Street, Dalry, North Ayrshire",F,Keifer,Rice,LABOURER,Alisha,Davidson,DRESS MAKER,21,SEPTEMBER,1778,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6800,6800,4146,3733,6800,1273,3733,4146,2006,,,,,,,,NA
6838,1421,1421,Madison,Petrie,26,APRIL,1787,"2 Lubnaig Drive, Drumardoch Farm, Callander",F,Sam,Petrie,TANNER,Mikaela,Aitkenhead,THREAD FACTORY WORKER,18,MARCH,1783,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6838,6838,4992,5037,6838,1421,5037,4992,1987,,,,,,,,NA
6834,1351,1351,Megan,Paterson,10,MAY,1787,"2 Piedmont Road, Girvan, South Ayrshire",F,Oliver,Paterson,COAL MINER,Rhianne,Brand,HOUSE KEEPER,12,MAY,1784,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,6834,6834,4820,4069,6834,1351,4069,4820,2005,2397,,,,,,,NA
6882,1230,1230,Emilia,Beaton,17,JANUARY,1788,"1 Mansefield, Auchreoch, Stirling",F,Josh,Beaton,,Syed,Brand,,25,JANUARY,1777,"Auchreoch Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6882,6882,4228,4513,6882,1230,4513,4228,1990,,,,,,,,NA
6890,1297,1297,Abi,Burns,1,AUGUST,1788,"97 The Glebe, Allanbank, Lauder",F,Charlie,Burns,PLOUGHMAN,Lauren,Macfarlane,MILLER'S WIFE,6,JANUARY,1779,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6890,6890,4372,4231,6890,1297,4231,4372,1988,,,,,,,,NA
6904,1390,1390,Francesca,Macphail,23,AUGUST,1788,"10 Balgibbon Drive, Braeleny Farm, Callander",F,George,Macphail,LABOURER,Lucy,Dunn,,12,FEBRUARY,1782,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6904,6904,4604,3213,6904,1390,3213,4604,1970,,,,,,,,NA
6910,1335,1335,Amanda,Aitken,14,AUGUST,1788,"102 Brunton Park, Manse, Scottish Borders",F,Mohammad,Aitken,BAKER,Aishah,Young,,24,DECEMBER,1781,"Manse Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6910,6910,4724,3603,6910,1335,3603,4724,1972,,,,,,,,NA
6880,1198,1198,Ella,Murray,4,JULY,1788,"5 Glen Finglas Road, Stirling",F,Braden,Murray,FARMER OF 20 ACRES,Eleanor,Mccluskey,,1,DECEMBER,1773,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,6880,6880,4232,3235,6880,1198,3235,4232,1991,,,,,,,,NA
6898,1433,1433,Grace,Thomson,8,NOVEMBER,1788,"1 Gowanlea, The Lees, Coldstream",F,Zachary,Thomson,PLOUGHMAN,Natalya,Melville,GOVERNESS,7,SEPTEMBER,1786,"The Lees Coldstream ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6898,6898,4518,4237,6898,1433,4237,4518,1973,,,,,,,,NA
6928,1398,1398,Madison,O'donnell,5,AUGUST,1788,"11 Castle Road, Genoch Farm, South Ayrshire",F,Jamie,O'donnell,UNDERTAKER,Elizabeth,Hawthorne,SCHOLAR,12,SEPTEMBER,1784,"Genoch Farm South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6928,6928,5230,4593,6928,1398,4593,5230,1971,,,,,,,,NA
6896,1431,1431,Isobel,Ferguson,4,JULY,1788,"8 Cora Linn Court, North Ayrshire",F,Jorden,Ferguson,AG LAB,Abigail,Edwards,,24,JULY,1784,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6896,6896,4496,4607,6896,1431,4607,4496,1975,2601,,,,,,,NA
6884,1149,1149,Bonny,Mcguire,25,APRIL,1788,"5 Seafield Crescent, Highland",F,Christopher,Mcguire,PUDDLER,Rawan,Edwards,FARMER'S DAUR,6,AUGUST,1772,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,6884,6884,4214,4003,6884,1149,4003,4214,1989,,,,,,,,NA
6972,1346,1346,Siobhan,Webster,16,OCTOBER,1789,"47 Chalmers Court, Three Bridges, Inveraray",F,Owen,Webster,WOOLEN DRAPER,Joanna,Stewart,,10,MAY,1781,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,6972,6972,4450,4447,6972,1346,4447,4450,2194,,,,,,,,NA
6992,1394,1394,Henrietta,Doig,27,OCTOBER,1789,"1 Gilmour Street, Cowdenbeath, Fife",F,John,Doig,HAWKER OF HARDWARE,Brodie,Johnstone,DOMESTIC SERVANT,27,JULY,1784,"Cowdenbeath Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,6992,6992,4840,3231,6992,1394,3231,4840,2195,,,,,,,,NA
7010,1465,1465,Chloe,Williams,19,JANUARY,1789,"1 Burnflat Drive, West End, Scottish Borders",F,Stephen,Williams,MASON (JOURNEYMAN),Harley,Crosbie,LINEN PR LOOM WORKER,24,SEPTEMBER,1785,"West End Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,7010,7010,5192,5007,7010,1465,5007,5192,2367,,,,,,,,NA
6980,1300,1300,Stacey,Hay,16,DECEMBER,1789,"1 Wingate Avenue, Dalry, North Ayrshire",F,Elliott,Hay,CLERK IN GRAIN STORE,Chloe,Patterson,HOUSE SERV,19,MAY,1780,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6980,6980,4536,4575,6980,1300,4575,4536,2141,,,,,,,,NA
6988,1368,1368,Charlotte,Stewart,4,APRIL,1789,"71 Scott Terrace, Craig Lodge, Argyll and Bute",F,Harry,Stewart,WEAVER,Bethany,Gowans,TENANT DAUR,25,JANUARY,1783,"Craig Lodge Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,6988,6988,4678,4445,6988,1368,4445,4678,2111,,,,,,,,NA
6998,1373,1373,Isobel,Brand,4,JANUARY,1789,"6 Monamore Place, Croc, North Ayrshire",F,Tyler,Brand,LABOURER,Chloe,Ruddy,,23,NOVEMBER,1781,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,6998,6998,4916,4753,6998,1373,4753,4916,2113,2486,,,,,,,NA
7008,1464,1464,Niamh,Smith,2,AUGUST,1789,"3 Mansefield, Auchreoch, Stirling",F,Thomas,Smith,BLACKSMITH (AP),Louise,Martin,DOMESTIC SERV,10,JUNE,1786,"Auchreoch Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,7008,7008,5116,4661,7008,1464,4661,5116,2115,,,,,,,,NA
7014,1469,1469,Chloe,Menzies,16,NOVEMBER,1789,"2 Knockhall Road, Aberdeenshire",F,Matthew,Menzies,PITHEADMAN,Kimberly,Pollock,BARMAID,28,FEBRUARY,1787,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,7014,7014,5206,4135,7014,1469,4135,5206,2064,,,,,,,,NA
7018,1472,1472,Evie,Sutherland,8,AUGUST,1789,"1 Dail a' Chladaich, Highland",F,Adam,Sutherland,MASON'S LABOURER & GREEN GROCER,Michaela,Johnson,SCHOLAR,15,APRIL,1787,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,7018,7018,5300,4129,7018,1472,4129,5300,2112,,,,,,,,NA
6962,1274,1274,Emily,Porter,26,FEBRUARY,1789,"237 The Paddock, East Lothian",F,Sean,Porter,CLOTHIERS CLERK,Flora,Smith,,26,MAY,1780,"East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,6962,6962,4308,4433,6962,1274,4433,4308,2062,,,,,,,,NA
7000,1459,1459,Jamie-leigh,Mckinlay,2,OCTOBER,1789,"1 Lower Station Road, Auchreoch, Stirling",F,Liam,Mckinlay,SCHOLAR,Nia,Mccluskey,,28,JUNE,1791,,,SYNTHETIC DATA PRODUCED USING VALIPOP,7000,7000,4972,5609,7000,1459,5609,4972,2063,,,,,,,,NA
6968,1319,1319,Chloe,Adamson,22,JULY,1789,"3 Hartrigge Crescent, Scaurs, Scottish Borders",F,Harjeet,Adamson,MASON,Rachel,Paterson,,17,OCTOBER,1780,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,6968,6968,4358,3723,6968,1319,3723,4358,1861,,,,,,,,NA
